GEO_ID,NAME,DP05_0001E,DP05_0002E,DP05_0003E,DP05_0004E,DP05_0005E,DP05_0006E,DP05_0007E,DP05_0008E,DP05_0009E,DP05_0010E,DP05_0011E,DP05_0012E,DP05_0013E,DP05_0014E,DP05_0015E,DP05_0016E,DP05_0023E,DP05_0024E,DP05_0059E,DP05_0060E,DP05_0061E,DP05_0062E,DP05_0063E,DP05_0064E,DP05_0065E,DP05_0081E
id,Geographic Area Name,Estimate!!SEX AND AGE!!Total population,Estimate!!SEX AND AGE!!Male,Estimate!!SEX AND AGE!!Female,Estimate!!SEX AND AGE!!Under 5 years,Estimate!!SEX AND AGE!!5 to 9 years,Estimate!!SEX AND AGE!!10 to 14 years,Estimate!!SEX AND AGE!!15 to 19 years,Estimate!!SEX AND AGE!!20 to 24 years,Estimate!!SEX AND AGE!!25 to 34 years,Estimate!!SEX AND AGE!!35 to 44 years,Estimate!!SEX AND AGE!!45 to 54 years,Estimate!!SEX AND AGE!!55 to 59 years,Estimate!!SEX AND AGE!!60 to 64 years,Estimate!!SEX AND AGE!!65 to 74 years,Estimate!!SEX AND AGE!!75 to 84 years,Estimate!!SEX AND AGE!!85 years and over,Estimate!!SEX AND AGE!!Male,Estimate!!SEX AND AGE!!Female,Estimate!!RACE!!White,Estimate!!RACE!!Black or African American,Estimate!!RACE!!American Indian and Alaska Native,Estimate!!RACE!!Asian,Estimate!!RACE!!Native Hawaiian and Other Pacific Islander,Estimate!!RACE!!Some other race,Estimate!!HISPANIC OR LATINO AND RACE!!Total population,Estimate!!Total housing units
0500000US27091,"Martin County, Minnesota",20727,10213,10514,1110,1227,1414,1319,894,2121,2159,3192,1741,1209,1916,1613,812,7851,8260,20397,109,123,157,0,166,20727,10003
0500000US27093,"Meeker County, Minnesota",23262,11774,11488,1608,1754,1525,1494,1085,2537,2684,3634,1770,1313,1938,1371,549,8794,8590,22905,132,148,91,12,161,23262,10667
0500000US27095,"Mille Lacs County, Minnesota",26004,13041,12963,1831,1762,1814,1735,1345,3224,3156,3907,1590,1446,2235,1331,628,9670,9787,24101,232,1743,163,5,182,26004,12738
0500000US27097,"Morrison County, Minnesota",33173,16781,16392,2203,2028,2365,2233,1732,3947,3857,5190,2429,1837,2720,1844,788,12654,12471,32679,219,263,184,1,168,33173,15725
0500000US27099,"Mower County, Minnesota",39115,19392,19723,2797,2468,2923,2694,2397,4406,4656,5340,2486,2143,2894,2519,1392,14405,14846,36727,1142,264,804,92,828,39115,17022
0500000US27101,"Murray County, Minnesota",8690,4301,4389,495,480,548,545,332,829,868,1297,741,584,919,721,331,3361,3447,8516,39,41,69,34,87,8690,4550
0500000US27103,"Nicollet County, Minnesota",32689,16328,16361,2041,2212,1888,2697,3567,4473,3629,4418,2348,1441,2088,1250,637,12548,12819,30978,880,196,592,17,403,32689,12908
0500000US27105,"Nobles County, Minnesota",21349,10833,10516,1705,1521,1382,1512,1387,2687,2427,2843,1345,1086,1598,1135,721,8044,7801,18098,887,230,1287,15,1306,21349,8534
0500000US27107,"Norman County, Minnesota",6796,3409,3387,396,440,467,462,243,646,732,1060,529,377,652,509,283,2554,2621,6605,52,220,47,11,18,6796,3422
0500000US27109,"Olmsted County, Minnesota",144507,70814,73693,10652,10664,9157,8894,8166,22280,18314,21979,9174,7021,9558,5964,2684,52214,56031,128351,8010,925,8993,218,1272,144507,60508
0500000US27111,"Otter Tail County, Minnesota",57381,28702,28679,3251,3383,3467,3573,2683,5561,5864,9076,4382,4118,6183,4172,1668,22314,22657,55924,608,733,404,18,465,57381,35593
0500000US27113,"Pennington County, Minnesota",13950,6855,7095,898,948,893,945,877,1765,1683,2036,901,813,1080,659,452,5183,5461,13382,240,326,187,29,112,13950,6297
0500000US27115,"Pine County, Minnesota",29564,15810,13754,1719,1753,1809,1780,1445,3661,3805,4825,2131,1775,2800,1538,523,12433,10669,27742,786,1179,248,35,228,29564,17247
0500000US27117,"Pipestone County, Minnesota",9536,4662,4874,620,644,666,644,438,981,1065,1389,633,547,795,770,344,3449,3729,9092,110,235,34,12,201,9536,4483
0500000US27119,"Polk County, Minnesota",31426,15889,15537,1989,1875,2160,2365,2218,3428,3425,4742,2158,1811,2509,1748,998,12064,12013,29725,482,721,298,58,697,31426,14613
0500000US27121,"Pope County, Minnesota",10978,5567,5411,633,656,597,647,494,1155,1185,1631,845,779,1168,871,317,4325,4338,10841,80,69,53,0,0,10978,6439
0500000US27123,"Ramsey County, Minnesota",510885,247785,263100,35427,31960,31322,37301,43878,78419,61389,70246,32619,26544,30871,20877,10032,186845,205038,382306,63982,8950,64399,687,9467,510885,217316
0500000US27125,"Red Lake County, Minnesota",4100,2084,2016,273,278,299,213,206,497,421,654,303,246,373,208,129,1574,1524,4018,57,70,10,2,19,4100,1952
0500000US27127,"Redwood County, Minnesota",16006,7999,8007,963,1205,1090,1101,711,1630,1762,2285,1074,988,1456,1153,588,5923,6140,14535,224,962,532,5,127,16006,7257
0500000US27129,"Renville County, Minnesota",15653,7944,7709,915,836,1164,1006,749,1564,1836,2490,1172,906,1379,1042,594,6070,5990,15057,87,187,93,0,329,15653,7363
0500000US27131,"Rice County, Minnesota",64171,32741,31430,3948,4258,4112,5821,6419,7612,7974,9060,3818,3156,4226,2623,1144,25078,24137,59336,2349,513,1644,68,1507,64171,24414
0500000US27133,"Rock County, Minnesota",9620,4729,4891,646,720,654,633,404,1035,1024,1395,706,566,795,669,373,3482,3702,9423,106,66,108,0,11,9620,4268
0500000US27135,"Roseau County, Minnesota",15665,8008,7657,985,1080,1230,1166,666,1650,2067,2663,1085,844,1162,734,333,5933,5642,15017,84,297,435,0,60,15665,7466
0500000US27137,"St. Louis County, Minnesota",200150,100346,99804,10643,10506,10986,15007,17731,22946,21720,30112,15476,13050,16037,10854,5082,80083,80787,189864,4195,6743,2502,173,797,200150,102881
0500000US27139,"Scott County, Minnesota",130689,65044,65645,10618,11840,10673,9103,5734,17656,22515,20446,6689,5179,6109,2957,1170,45173,46317,117048,4495,2028,8442,122,2071,130689,47278
0500000US27141,"Sherburne County, Minnesota",88558,45110,43448,6677,7861,6955,6333,5308,12232,14124,13245,4994,3386,4308,2238,897,32118,30801,85040,2201,958,1512,149,224,88558,32381
0500000US27143,"Sibley County, Minnesota",15189,7664,7525,995,1092,1069,998,690,1682,1957,2416,1067,751,1198,907,367,5649,5695,14747,118,98,100,0,281,15189,6569
0500000US27145,"Stearns County, Minnesota",150307,75912,74395,9608,9832,9214,13435,16414,19460,17298,20705,8770,7348,9295,6539,2389,58184,57517,140548,5571,1054,3760,76,1620,150307,61857
0500000US27147,"Steele County, Minnesota",36524,17974,18550,2638,2631,2723,2344,1922,4431,4800,5344,2467,1869,2691,1888,776,13227,13718,34715,1197,189,409,0,782,36524,15329
0500000US27149,"Stevens County, Minnesota",9712,4804,4908,596,538,563,927,1223,1074,870,1223,625,474,673,590,336,3771,3915,9290,73,321,109,33,109,9712,4165
0500000US27151,"Swift County, Minnesota",9764,5024,4740,523,536,631,638,468,1002,1175,1504,678,640,863,687,419,3904,3757,9502,175,84,18,2,70,9764,4792
0500000US27153,"Todd County, Minnesota",24783,12641,12142,1668,1582,1751,1835,1240,2465,2683,3849,2003,1380,2383,1311,633,9428,9197,23917,151,191,185,37,597,24783,12880
0500000US27155,"Traverse County, Minnesota",3549,1800,1749,162,188,246,226,120,347,354,525,254,192,366,393,176,1404,1393,3361,3,199,2,0,21,3549,2081
0500000US27157,"Wabasha County, Minnesota",21636,10820,10816,1297,1428,1407,1422,1030,2231,2670,3439,1671,1314,1993,1191,543,8211,8354,21350,136,92,138,9,67,21636,10009
0500000US27159,"Wadena County, Minnesota",13808,6787,7021,974,800,951,951,664,1449,1444,1964,943,781,1349,1065,473,5098,5392,13493,99,255,73,0,76,13808,6899
0500000US27161,"Waseca County, Minnesota",19089,9158,9931,1189,1124,1417,1150,971,2658,2448,2867,1258,1195,1326,1039,447,6802,7783,18460,509,243,194,0,140,19089,7909
0500000US27163,"Washington County, Minnesota",238721,118190,120531,15287,17408,19029,17219,11884,28847,34353,40087,16034,13118,14621,7665,3169,85994,89461,215574,10634,2224,13780,214,2053,238721,92674
0500000US27165,"Watonwan County, Minnesota",11177,5627,5550,780,757,748,759,515,1380,1152,1572,836,581,954,771,372,4197,4186,10378,113,62,145,17,617,11177,5043
0500000US27167,"Wilkin County, Minnesota",6584,3329,3255,391,433,471,444,295,657,769,1130,446,395,543,392,218,2476,2509,6500,35,52,74,6,31,6584,3084
0500000US27169,"Winona County, Minnesota",51481,25264,26217,2628,2896,2634,5335,7512,5721,5057,6767,3137,2837,3531,2324,1102,20148,21432,49367,857,354,1358,0,197,51481,20812
0500000US27171,"Wright County, Minnesota",124737,62838,61899,10617,10587,10162,8596,5596,17531,19181,18278,6686,5402,7014,3583,1504,43772,43855,120337,1980,934,2016,134,1779,124737,48948
0500000US27173,"Yellow Medicine County, Minnesota",10357,5288,5069,623,618,701,716,524,1049,1171,1608,777,539,919,756,356,4026,3917,9858,68,382,61,7,179,10357,4758
0500000US28001,"Adams County, Mississippi",32391,16162,16229,1992,1976,1934,2012,1951,4002,3883,5038,2706,1729,2710,1863,595,12507,12703,12959,18904,91,116,0,511,32391,14695
0500000US28003,"Alcorn County, Mississippi",37027,18074,18953,2509,2284,2708,2348,2203,4373,5062,5036,2248,2369,3332,1947,608,13452,14605,32196,4536,160,173,0,459,37027,17039
0500000US28005,"Amite County, Mississippi",13139,6327,6812,873,800,775,859,806,1243,1451,2020,870,1034,1463,725,220,4891,5293,7487,5576,43,5,0,38,13139,6638
0500000US28007,"Attala County, Mississippi",19454,9210,10244,1463,1350,1427,1223,1238,2017,2352,2583,1332,1121,1795,1043,510,6689,7703,11004,8304,21,12,0,238,19454,9122
0500000US28009,"Benton County, Mississippi",8725,4178,4547,549,572,673,516,675,966,1221,1121,469,559,865,394,145,3167,3391,5424,3173,175,0,0,101,8725,4158
0500000US28011,"Bolivar County, Mississippi",34239,15953,18286,2535,2330,2406,2852,2864,4486,3878,4446,2159,2107,2373,1250,553,11605,13922,11392,22582,106,239,0,120,34239,14141
0500000US28013,"Calhoun County, Mississippi",14903,7135,7768,1050,962,1075,943,912,1628,1918,2057,1064,821,1316,793,364,5257,5940,10672,4215,88,0,34,1,14903,6934
0500000US28015,"Carroll County, Mississippi",10553,5237,5316,619,696,529,782,566,1013,1410,1517,700,852,1126,596,147,4120,4174,7000,3608,120,0,0,0,10553,5059
0500000US28017,"Chickasaw County, Mississippi",17458,8288,9170,1219,1282,1255,1239,1117,2017,2117,2471,1144,1033,1487,759,318,5995,6915,9815,7506,130,62,29,227,17458,7548
0500000US28019,"Choctaw County, Mississippi",8506,4076,4430,520,545,605,544,483,695,1150,1287,602,563,816,510,186,3045,3420,5777,2747,40,17,0,27,8506,4167
0500000US28021,"Claiborne County, Mississippi",9681,4538,5143,557,513,776,947,1002,1391,876,1202,675,542,690,359,151,3404,3990,1395,8177,11,98,0,0,9681,4231
0500000US28023,"Clarke County, Mississippi",16688,8028,8660,1089,1085,1232,1123,906,1796,2081,2377,1095,1148,1543,854,359,5859,6684,10740,5907,36,28,0,23,16688,7903
0500000US28025,"Clay County, Mississippi",20633,9686,10947,1424,1473,1435,1460,1365,2451,2419,2950,1471,1175,1587,933,490,7072,8300,8316,12180,96,36,0,101,20633,9187
0500000US28027,"Coahoma County, Mississippi",26099,11950,14149,2103,1901,2247,2332,1881,3178,2900,3425,1682,1234,1714,1119,383,8173,10345,6112,19787,80,170,2,90,26099,10828
0500000US28029,"Copiah County, Mississippi",29324,14112,15212,2095,2104,1870,2392,2102,3585,3352,4185,1750,1863,2244,1256,526,10418,11601,13676,15165,43,123,0,476,29324,12138
0500000US28031,"Covington County, Mississippi",19571,9527,10044,1429,1167,1604,1287,1394,2490,2273,2609,1123,1213,1653,924,405,6921,7541,12350,7109,118,8,0,88,19571,8480
0500000US28033,"DeSoto County, Mississippi",161536,78395,83141,11491,13396,12683,11917,8794,22120,25022,22674,9002,7809,10166,5092,1370,55215,60960,123656,34735,4154,2554,136,2231,161536,61657
0500000US28035,"Forrest County, Mississippi",75378,36007,39371,5412,4549,5047,6203,9123,11298,8598,9014,3733,3686,4759,2565,1391,27003,30480,46387,27832,497,720,35,1036,75378,32269
0500000US28037,"Franklin County, Mississippi",8055,3926,4129,540,546,614,488,454,940,905,1168,565,511,715,418,191,2874,3150,5193,2787,31,77,0,0,8055,4165
0500000US28039,"George County, Mississippi",22579,11607,10972,1682,1489,1874,1598,1419,2793,3051,3168,1193,1386,1889,771,266,8461,8084,20298,1927,169,143,0,340,22579,9273
0500000US28041,"Greene County, Mississippi",14352,8482,5870,687,929,1032,802,1005,2458,2266,1958,825,744,989,527,130,6949,4296,10625,3547,454,22,0,109,14352,5122
0500000US28043,"Grenada County, Mississippi",21886,10282,11604,1458,1419,1525,1648,1481,2216,2874,3162,1663,1145,1842,986,467,7548,8922,12392,9347,151,105,0,0,21886,10170
0500000US28045,"Hancock County, Mississippi",44044,21643,22401,2572,2902,2934,2931,2468,4740,5865,6672,3334,2898,4152,2017,559,16334,17287,39545,3596,544,569,0,581,44044,21639
0500000US28047,"Harrison County, Mississippi",188110,93344,94766,13853,12771,11923,13170,14440,26797,24010,27228,12223,9373,12732,7250,2340,69892,72140,137867,44604,2313,6639,198,2005,188110,85048
0500000US28049,"Hinds County, Mississippi",246335,115607,130728,17926,17717,17868,20162,20614,34807,29888,33566,15185,11749,14582,8473,3798,82708,98737,71868,171067,1064,2213,41,1991,246335,103589
0500000US28051,"Holmes County, Mississippi",19207,9050,10157,1661,1494,1413,1825,1506,2201,2020,2547,1218,841,1350,812,319,6194,7461,3122,16071,7,32,0,32,19207,8433
0500000US28053,"Humphreys County, Mississippi",9399,4445,4954,840,639,742,651,682,1127,1041,1372,665,425,690,341,184,3053,3697,2199,7174,27,18,26,12,9399,3869
0500000US28055,"Issaquena County, Mississippi",1556,909,647,84,55,81,84,147,201,215,294,86,73,154,43,39,763,531,523,1033,0,0,0,0,1556,605
0500000US28057,"Itawamba County, Mississippi",23362,11388,11974,1422,1332,1604,2059,1514,2624,3126,3091,1435,1419,2154,1029,553,8658,9326,21766,1567,93,30,0,53,23362,10138
0500000US28059,"Jackson County, Mississippi",139430,68690,70740,9355,9104,10656,9899,8968,17650,18845,20744,9178,7608,10600,5578,1245,50682,53379,104293,31170,1365,3592,0,1533,139430,59811
0500000US28061,"Jasper County, Mississippi",17033,8097,8936,1119,1020,1250,1278,916,1917,2026,2469,1287,1001,1588,888,274,6122,6746,8131,8974,70,8,0,57,17033,8206
0500000US28063,"Jefferson County, Mississippi",7743,3993,3750,451,461,458,717,629,798,950,1325,543,400,593,296,122,2925,2971,1063,6674,0,6,0,0,7743,3688
0500000US28065,"Jefferson Davis County, Mississippi",12364,6054,6310,797,614,873,939,705,1268,1564,1793,975,736,1240,573,287,4406,5101,4830,7491,26,54,0,0,12364,5891
0500000US28067,"Jones County, Mississippi",67868,33069,34799,5062,4832,4660,4894,4557,8556,8057,9325,4458,3707,5325,3395,1040,24226,26291,47254,19610,242,367,0,1170,67868,28400
0500000US28069,"Kemper County, Mississippi",10391,5153,5238,656,715,686,712,633,1381,1209,1445,668,664,899,361,362,3814,4176,3846,6263,391,8,0,0,10391,4724
0500000US28071,"Lafayette County, Mississippi",47586,23434,24152,2498,3250,1904,6505,7696,6526,4992,4906,2428,2045,2697,1562,577,18712,19878,34443,11809,149,1212,50,558,47586,22532
0500000US28073,"Lamar County, Mississippi",55580,26960,28620,4077,3839,4162,3851,4836,8373,7525,7274,3169,2491,3495,1829,659,19589,21477,43444,11101,332,768,9,634,55580,23676
0500000US28075,"Lauderdale County, Mississippi",80204,38646,41558,5572,5593,5371,5942,5444,10418,10035,10858,5315,4352,5933,3873,1498,28610,31622,45370,34474,377,701,18,211,80204,34745
0500000US28077,"Lawrence County, Mississippi",12832,6240,6592,924,832,894,912,723,1480,1595,1895,665,991,1115,649,157,4662,4944,8496,4268,25,16,0,61,12832,6011
0500000US28079,"Leake County, Mississippi",23563,11750,11813,1913,1731,2010,2101,1618,3075,2577,2950,1275,1197,1699,959,458,7925,8463,12408,9697,1525,0,0,122,23563,9384
0500000US28081,"Lee County, Mississippi",83235,39628,43607,6200,6242,6007,5908,4940,11057,11197,11522,5035,4316,6061,3300,1450,28387,32716,59044,23441,296,677,8,715,83235,35735
0500000US28083,"Leflore County, Mississippi",32196,15266,16930,2616,2523,2185,2763,2606,4301,3724,4106,2202,1341,1980,1244,605,10834,12544,8466,23100,190,242,61,264,32196,13271
0500000US28085,"Lincoln County, Mississippi",34850,16622,18228,2511,2442,2518,2420,2116,4229,4383,4939,2016,2330,2654,1606,686,12031,13688,24010,10715,169,71,0,31,34850,15224
0500000US28087,"Lowndes County, Mississippi",59584,28269,31315,4178,4457,3807,4365,4628,7619,7312,8394,3400,3691,4230,2385,1118,20608,23947,32877,26309,124,529,55,251,59584,26595
0500000US28089,"Madison County, Mississippi",95481,45756,49725,6705,7383,7146,6984,5681,12717,13150,14418,6169,4940,5508,2980,1700,32593,37305,55553,36810,368,2169,54,1150,95481,38628
0500000US28091,"Marion County, Mississippi",26810,12948,13862,1946,2179,1640,1810,1619,3336,3241,3743,1493,1806,2107,1521,369,9433,10489,17899,8927,83,56,0,62,26810,11788
0500000US28093,"Marshall County, Mississippi",37019,18281,18738,2439,2363,2413,2742,2431,4745,4724,5625,2436,2345,2790,1620,346,13994,14312,18699,17671,228,84,9,629,37019,14874
0500000US28095,"Monroe County, Mississippi",36912,17540,19372,2402,2342,2575,2640,2164,4186,4740,5261,2387,2357,3323,1743,792,13020,14927,25355,11589,120,73,15,24,36912,16487
0500000US28097,"Montgomery County, Mississippi",10866,5106,5760,744,715,682,912,812,646,1438,1577,869,595,976,638,262,3778,4450,5766,5090,46,14,0,0,10866,5256
0500000US28099,"Neshoba County, Mississippi",29682,14110,15572,2430,2511,2156,2354,1665,3573,3703,3726,1694,1865,2179,1259,567,9896,11261,18427,6455,4853,163,0,180,29682,12371
0500000US28101,"Newton County, Mississippi",21687,10543,11144,1411,1415,1742,1858,1222,2399,2811,2934,1196,1430,1756,1196,317,7507,8581,13749,6764,1181,6,7,104,21687,9397
0500000US28103,"Noxubee County, Mississippi",11511,5450,6061,837,625,1070,884,763,1359,1481,1559,750,607,840,511,225,3931,4497,3227,8290,10,8,6,2,11511,5193
0500000US28105,"Oktibbeha County, Mississippi",47486,23596,23890,2707,2432,2230,4996,11105,6456,4193,4923,2198,1785,2548,1369,544,19298,19550,28270,17601,252,1463,13,315,47486,20935
0500000US28107,"Panola County, Mississippi",34675,16602,18073,2714,2134,2872,2583,2282,4313,4231,4928,2018,2143,2550,1307,600,11854,13433,17070,17194,86,26,28,392,34675,14703
0500000US28109,"Pearl River County, Mississippi",55886,27623,28263,3662,3512,4117,4251,3357,6259,7217,7724,4179,3382,5025,2332,869,20663,21487,47821,7327,694,359,13,296,55886,24068
0500000US28111,"Perry County, Mississippi",12217,5965,6252,842,747,909,857,754,1355,1570,1836,764,741,1074,538,230,4351,4774,9483,2745,0,5,0,10,12217,5505
0500000US28113,"Pike County, Mississippi",40300,19265,21035,3074,3245,2764,3140,2227,4878,4726,5544,2706,2272,3101,1966,657,13585,15808,18945,20890,187,261,0,171,40300,17863
0500000US28115,"Pontotoc County, Mississippi",29962,14741,15221,2058,2559,1993,2073,1915,3881,3836,4229,1884,1578,2179,1333,444,10621,11340,24240,4417,350,38,0,1223,29962,12404
0500000US28117,"Prentiss County, Mississippi",25384,12471,12913,1650,1611,1716,1909,1915,2947,3112,3523,1531,1461,2237,1307,465,9308,10126,21679,3602,44,164,21,134,25384,11063
0500000US28119,"Quitman County, Mississippi",8171,3880,4291,568,607,591,634,584,901,956,1158,533,481,661,345,152,2781,3233,2452,5714,6,13,0,0,8171,3606
0500000US28121,"Rankin County, Mississippi",142136,68720,73416,9893,10256,9606,8920,8550,21419,20546,19948,9493,6993,9881,5281,1350,50422,56110,111923,27885,697,1846,21,1236,142136,56535
0500000US28123,"Scott County, Mississippi",28207,13810,14397,2313,2012,2076,2152,1893,3656,3477,3890,1741,1448,1970,1144,435,9851,10681,16365,10818,50,212,0,874,28207,11499
0500000US28125,"Sharkey County, Mississippi",4835,2182,2653,350,377,322,393,329,493,506,668,315,397,263,238,184,1583,1963,1387,3443,6,0,0,8,4835,2094
0500000US28127,"Simpson County, Mississippi",27476,13334,14142,1994,1956,2045,2084,1578,3221,3347,3870,1854,1648,2201,1241,437,9521,10697,17493,9775,82,159,0,76,27476,11914
0500000US28129,"Smith County, Mississippi",16425,7992,8433,1085,1170,1241,1266,909,1672,2060,2392,1027,1039,1566,762,236,5826,6380,12417,3924,24,24,0,130,16425,7246
0500000US28131,"Stone County, Mississippi",17657,8833,8824,1138,1196,1180,1399,1534,2218,2043,2621,1125,1057,1288,717,141,6694,6700,14174,3458,208,76,0,47,17657,7087
0500000US28133,"Sunflower County, Mississippi",29230,15488,13742,2083,1893,1981,2217,2486,4613,3776,4003,1702,1430,1672,971,403,11867,10252,7574,21375,49,125,16,159,29230,9749
0500000US28135,"Tallahatchie County, Mississippi",15262,8300,6962,1009,712,1121,1000,1366,2267,2280,2030,960,677,1030,540,270,6648,5176,6811,8230,47,141,8,62,15262,5554
0500000US28137,"Tate County, Mississippi",28580,13876,14704,1900,1760,2397,2437,2082,3427,3447,3952,1744,1806,2209,982,437,10107,11196,19362,8877,103,118,7,283,28580,10956
0500000US28139,"Tippah County, Mississippi",22095,10807,11288,1519,1301,1826,1562,1400,2564,2801,3211,1555,1136,1851,985,384,7919,8601,18220,3391,315,93,8,500,22095,9680
0500000US28141,"Tishomingo County, Mississippi",19573,9504,10069,1109,1266,1271,1324,1076,1983,2548,2815,1362,1282,1985,1274,278,7198,7868,18629,656,47,46,0,260,19573,10281
0500000US28143,"Tunica County, Mississippi",10716,5136,5580,934,905,908,772,696,1606,1347,1399,582,551,636,324,56,3521,4009,2716,7935,58,76,27,96,10716,4779
0500000US28145,"Union County, Mississippi",27175,13272,13903,1915,2062,1866,1749,1697,3305,3642,3745,1739,1515,2179,1480,281,9741,10456,22805,4004,267,64,41,466,27175,11506
0500000US28147,"Walthall County, Mississippi",15405,7433,7972,1062,1195,1047,1203,798,1862,1772,2050,1117,849,1336,794,320,5351,6041,8214,7124,96,0,0,73,15405,7116
0500000US28149,"Warren County, Mississippi",48419,23086,25333,3268,3423,3674,3375,2736,6092,5839,7241,3538,2818,3709,1916,790,16791,19119,24828,22915,207,485,0,298,48419,21871
0500000US28151,"Washington County, Mississippi",51010,23657,27353,3941,3550,4234,3999,3544,6147,5790,7113,3314,3072,3458,2118,730,16387,20275,14017,36302,130,344,0,439,51010,21861
0500000US28153,"Wayne County, Mississippi",20754,9971,10783,1484,1714,1281,1342,1506,2555,2442,3024,1370,1126,1732,887,291,7203,8128,12537,8225,135,30,0,31,20754,9234
0500000US28155,"Webster County, Mississippi",10162,4987,5175,653,708,735,635,650,1048,1338,1534,577,749,831,485,219,3656,3986,8105,2078,19,41,0,27,10162,4804
0500000US28157,"Wilkinson County, Mississippi",9778,5255,4523,714,666,425,641,718,1356,1235,1474,490,692,749,405,213,4045,3500,2879,6897,10,0,0,1,9778,5052
0500000US28159,"Winston County, Mississippi",19160,9229,9931,1363,1503,1054,1192,1315,2134,2258,2652,1127,1386,1688,1052,436,6808,7626,10010,9083,21,14,0,54,19160,8736
0500000US28161,"Yalobusha County, Mississippi",12647,6128,6519,820,746,881,914,850,1130,1634,1749,1114,656,1215,652,286,4529,5123,7708,4925,61,10,0,11,12647,6354
0500000US28163,"Yazoo County, Mississippi",28220,15473,12747,1996,1889,2018,1908,1696,4369,4172,3870,1537,1405,1745,1240,375,11754,9354,11330,16113,174,186,8,842,28220,10090
0500000US29001,"Adair County, Missouri",25542,12134,13408,1375,1218,1463,3735,3833,2552,2539,2943,1466,1125,1771,927,595,9605,11027,24411,521,210,544,150,69,25542,11261
0500000US29003,"Andrew County, Missouri",17205,8430,8775,973,861,1477,1184,933,1825,2147,2693,1319,1021,1523,867,382,6333,6782,16940,204,160,46,0,67,17205,7285
0500000US29005,"Atchison County, Missouri",5664,2832,2832,298,248,384,377,291,517,657,821,406,427,618,414,206,2180,2289,5570,65,36,6,0,22,5664,2982
0500000US29007,"Audrain County, Missouri",25617,11694,13923,1669,1682,1864,1739,1338,3383,3257,3548,1578,1493,2022,1302,742,8411,10825,23501,1997,268,112,0,318,25617,10846
0500000US29009,"Barry County, Missouri",35680,17737,17943,2345,2398,2446,2447,1824,3706,4069,5291,2365,2328,3844,1902,715,13217,13718,33943,158,1067,110,20,1472,35680,17460
0500000US29011,"Barton County, Missouri",12428,6173,6255,847,886,924,850,614,1378,1407,1782,897,657,1120,775,291,4459,4737,12121,33,398,81,17,107,12428,5604
0500000US29013,"Bates County, Missouri",17003,8389,8614,1057,1112,1322,1100,838,1873,1958,2590,1345,791,1586,1045,386,6200,6586,16688,76,390,29,0,160,17003,7845
0500000US29015,"Benton County, Missouri",19021,9512,9509,779,737,1157,1065,783,1388,1893,2836,1777,1673,2999,1498,436,7858,7820,18585,63,188,206,0,167,19021,14083
0500000US29017,"Bollinger County, Missouri",12389,6188,6201,817,731,871,854,674,1263,1540,1884,886,801,1218,540,310,4711,4750,12276,93,109,51,0,0,12389,5866
0500000US29019,"Boone County, Missouri",163266,78988,84278,10074,9303,9285,14946,25292,24507,18908,19477,9318,6955,8121,5014,2066,61505,67635,139311,17405,2585,7335,212,2429,163266,69858
0500000US29021,"Buchanan County, Missouri",89162,44500,44662,6146,6174,5227,6126,7053,11927,10923,12781,5677,4727,6285,3939,2177,33821,34381,82754,5766,1342,1065,228,1287,89162,38416
0500000US29023,"Butler County, Missouri",42792,20682,22110,2743,2775,2904,2585,2453,5206,5182,6062,2795,2921,3869,2425,872,15428,17356,39646,2663,633,383,52,377,42792,19711
0500000US29025,"Caldwell County, Missouri",9302,4633,4669,580,697,630,652,397,987,1104,1420,627,624,833,527,224,3433,3540,9193,98,103,41,10,28,9302,4597
0500000US29027,"Callaway County, Missouri",44157,22731,21426,2685,2641,2828,3546,3366,5600,5771,6782,3133,2411,3133,1710,551,17605,16561,41533,2369,597,404,36,214,44157,18452
0500000US29029,"Camden County, Missouri",43731,21662,22069,2239,2390,2250,2393,2038,3976,4574,6565,3678,4130,6118,2569,811,17308,17954,42977,297,503,322,17,179,43731,40886
0500000US29031,"Cape Girardeau County, Missouri",75690,36652,39038,4601,4661,4374,5997,7460,9625,8719,10357,4902,4139,5496,3471,1888,28194,31012,68817,5896,544,1100,102,403,75690,32576
0500000US29033,"Carroll County, Missouri",9279,4551,4728,533,536,689,618,483,1004,1137,1278,626,616,875,630,254,3458,3649,9021,197,55,54,22,30,9279,4650
0500000US29035,"Carter County, Missouri",6225,3033,3192,484,436,363,456,300,596,785,906,529,334,615,315,106,2297,2389,6147,180,55,0,0,6,6225,3241
0500000US29037,"Cass County, Missouri",99394,48595,50799,6564,7486,7638,6708,5419,11802,13739,14961,6498,4962,7571,4374,1672,35174,38047,93501,4189,1374,1039,97,1338,99394,39990
0500000US29039,"Cedar County, Missouri",13941,6967,6974,774,871,1006,908,608,1301,1560,1893,1001,968,1672,943,436,5228,5480,13764,66,253,67,1,43,13941,7204
0500000US29041,"Chariton County, Missouri",7759,3833,3926,469,446,514,478,348,779,811,1188,619,442,772,552,341,2938,3079,7555,218,28,13,0,3,7759,4167
0500000US29043,"Christian County, Missouri",77474,37812,39662,5670,6231,5754,5124,4097,10193,10989,11074,4628,4057,5779,3107,771,27083,29362,75798,805,1224,712,48,501,77474,31605
