GEO_ID,NAME,CP05_2007_2011_001E,CP05_2007_2011_002E,CP05_2007_2011_003E,CP05_2007_2011_004E,CP05_2007_2011_005E,CP05_2007_2011_006E,CP05_2007_2011_007E,CP05_2007_2011_008E,CP05_2007_2011_009E,CP05_2007_2011_010E,CP05_2007_2011_011E,CP05_2007_2011_012E,CP05_2007_2011_013E,CP05_2007_2011_014E,CP05_2007_2011_015E,CP05_2007_2011_016E,CP05_2007_2011_032E,CP05_2007_2011_033E,CP05_2007_2011_034E,CP05_2007_2011_039E,CP05_2007_2011_047E,CP05_2007_2011_052E
id,Geographic Area Name,2007-2011 Estimates!!SEX AND AGE!!Total population,2007-2011 Estimates!!SEX AND AGE!!Total population!!Male,2007-2011 Estimates!!SEX AND AGE!!Total population!!Female,2007-2011 Estimates!!SEX AND AGE!!Under 5 years,2007-2011 Estimates!!SEX AND AGE!!5 to 9 years,2007-2011 Estimates!!SEX AND AGE!!10 to 14 years,2007-2011 Estimates!!SEX AND AGE!!15 to 19 years,2007-2011 Estimates!!SEX AND AGE!!20 to 24 years,2007-2011 Estimates!!SEX AND AGE!!25 to 34 years,2007-2011 Estimates!!SEX AND AGE!!35 to 44 years,2007-2011 Estimates!!SEX AND AGE!!45 to 54 years,2007-2011 Estimates!!SEX AND AGE!!55 to 59 years,2007-2011 Estimates!!SEX AND AGE!!60 to 64 years,2007-2011 Estimates!!SEX AND AGE!!65 to 74 years,2007-2011 Estimates!!SEX AND AGE!!75 to 84 years,2007-2011 Estimates!!SEX AND AGE!!85 years and over,2007-2011 Estimates!!RACE!!One race!!White,2007-2011 Estimates!!RACE!!One race!!Black or African American,2007-2011 Estimates!!RACE!!One race!!American Indian and Alaska Native,2007-2011 Estimates!!RACE!!One race!!Asian,2007-2011 Estimates!!RACE!!One race!!Native Hawaiian and Other Pacific Islander,2007-2011 Estimates!!RACE!!One race!!Some other race
0500000US12131,"Walton County, Florida",54309,51.1,48.9,5.9,5.8,5.4,5.7,5.2,12.7,12.3,16.9,7.5,6.8,9.6,4.6,1.6,87.4,5.5,1,0.8,0.2,2.8
0500000US12133,"Washington County, Florida",24543,53.6,46.4,5.5,5.5,6.7,6.7,5.3,13.1,13.8,15.4,7,6,9,4.2,2,80,14.3,0.9,0.4,0,0.9
0500000US13001,"Appling County, Georgia",18202,50.4,49.6,7.2,8,6.2,7.4,5.1,12.6,13,14.5,5.4,7.4,7.9,3.7,1.4,72.6,19.6,0,0.8,0.1,6.5
0500000US13003,"Atkinson County, Georgia",8375,48.5,51.5,9,7.8,8.1,9.4,5.3,13.2,14.4,12.6,5.5,5.1,6.8,1.6,1.4,65.3,18.3,0,0,0,14.6
0500000US13005,"Bacon County, Georgia",11075,48.8,51.2,7.4,8.6,6.8,7,4.4,14.2,13.9,12.5,5.2,7.3,7.4,3.6,1.6,77.5,17.2,0,0.2,0,5
0500000US13009,"Baldwin County, Georgia",46345,50.6,49.4,6.1,5.4,5.3,8.6,13.8,11.8,11.9,13.8,6.5,4.9,6.8,3.9,1.1,55.2,42.3,0.1,1.4,0,0.5
0500000US13011,"Banks County, Georgia",18074,50.8,49.2,6.5,6.7,8.3,7.1,5.4,11.9,14.8,14.8,6.2,6.2,7.6,3.2,1.4,93,2.8,0.1,1,0,2.2
0500000US13013,"Barrow County, Georgia",68061,50.1,49.9,8.2,8.3,7.4,6.8,5.7,15.6,15.4,13.5,4.6,5.1,5.7,3.1,0.6,80.5,12.3,0.2,3.4,0,2
0500000US13015,"Bartow County, Georgia",98905,49,51,7.2,7.7,7.6,7,6.2,13,15.3,14.8,6.1,4.8,6.3,3.3,0.8,82.4,9.8,0.5,0.7,0.1,4.9
0500000US13017,"Ben Hill County, Georgia",17658,47.3,52.7,8,7.8,6.4,7.6,7,9.7,13.8,13.7,6.5,5.7,7.8,4.4,1.7,58.4,39.1,0,0.6,0,0.7
0500000US13019,"Berrien County, Georgia",18977,49.1,50.9,7.1,7.1,6.8,6.9,6.4,11.7,14,14.1,6.1,6,8.1,4.1,1.6,84.3,12.1,0,0,0,2.7
0500000US13021,"Bibb County, Georgia",155186,46.9,53.1,7.3,7.1,7,8.1,6.7,13.1,12.4,14,6.1,5.5,6.6,4.5,1.5,44.1,51,0.2,1.6,0,1.2
0500000US13023,"Bleckley County, Georgia",13095,48.1,51.9,5.5,4.3,8.8,12,7.8,7.7,12.8,15.5,4.7,6,7.7,5.1,2.1,68.7,28.4,0,2.1,0,0.5
0500000US13025,"Brantley County, Georgia",17937,50.2,49.8,6.9,5.8,8.7,7.8,6.4,11,14,15.1,6.6,5.9,7.5,3.8,0.7,94.7,4.8,0.2,0,0,0
0500000US13027,"Brooks County, Georgia",16256,48.7,51.3,6.6,4.1,9.2,7.7,6.9,9.7,13,14.4,5.8,7.1,8.8,4.6,2.2,58.7,36.3,0,0.3,0,3.5
0500000US13029,"Bryan County, Georgia",29847,48.9,51.1,7.1,8.7,8.3,7.9,5.1,11.7,16.6,15.2,5.4,5.6,5,2.8,0.7,80,13.1,0.2,1.4,0,2.2
0500000US13031,"Bulloch County, Georgia",69008,49.8,50.2,5.8,5.7,5.4,12.6,19.3,12,10.7,10.9,4.8,3.8,5.3,3,0.8,67.4,27.2,0.3,1.5,0,1.8
0500000US13033,"Burke County, Georgia",23211,47.9,52.1,7.8,7.3,8.5,7.9,7,10.5,12.8,14.5,5.6,6.4,6.9,3.7,1,47.2,51.8,0,0.1,0,0.1
0500000US13035,"Butts County, Georgia",23568,53.6,46.4,6,5.2,7,7.5,7,13.1,14.9,15.1,7.5,4.5,7.3,3.4,1.7,69.9,28.4,0,0.7,0,0.7
0500000US13037,"Calhoun County, Georgia",6568,57,43,5.1,6.6,6,7,9.4,11.4,16.1,15,5.5,7.4,4.6,3.9,2.1,34.9,59.8,0.4,0.6,0,4.1
0500000US13039,"Camden County, Georgia",49957,50.9,49.1,7.8,6.7,7.9,7.6,10,14.3,13.4,13.7,4.8,4.8,5.7,2.7,0.5,75.1,19.8,0.5,1.4,0.3,0.5
0500000US13043,"Candler County, Georgia",10891,49.3,50.7,7.1,6,7.7,7.2,9,10.6,13.1,12,6.4,6.6,8.3,4,1.9,68.1,24.2,0.4,0.6,0,5.7
0500000US13045,"Carroll County, Georgia",110292,48.8,51.2,7.1,7,7.2,8.4,8.7,13.7,13.6,13.1,5.7,4.8,6.4,3.1,1.1,77.5,18.2,0.2,0.8,0,1.6
0500000US13047,"Catoosa County, Georgia",63643,48.5,51.5,6.3,7.7,6.6,7.1,5.5,12.2,14.9,14.4,5.7,6.1,8,4.1,1.4,93.9,2.4,0.3,1.1,0,0.5
0500000US13049,"Charlton County, Georgia",12714,58.9,41.1,5.6,5.7,5.9,5.8,5.9,15.3,17,16.6,5.1,4.2,7.6,4.1,1.2,74.5,24.7,0.4,0,0,0
0500000US13051,"Chatham County, Georgia",261322,48.2,51.8,7,6.3,5.8,7.2,9.5,15.3,12.2,13.2,5.9,5.4,6.7,4,1.7,54.4,40.5,0.1,2.4,0.1,1.2
0500000US13053,"Chattahoochee County, Georgia",11686,62.4,37.6,8.7,7.4,6.5,10.3,19.2,23.6,10.7,6,2.4,1.4,2.9,0.7,0.1,67.2,21.6,1.2,2.5,0.5,3.9
0500000US13055,"Chattooga County, Georgia",26001,51.6,48.4,6,6.5,6.5,5.7,6,12.9,15.3,14.4,6.8,5.4,7.8,5.1,1.5,85.3,11.5,0,0.2,0.1,1.4
0500000US13057,"Cherokee County, Georgia",211316,49.4,50.6,7.6,8.2,7.4,6.6,5.3,13.3,16.7,15.1,5.8,5,5.7,2.6,0.7,87.1,5.7,0.5,1.7,0,3.2
0500000US13059,"Clarke County, Georgia",116131,47.5,52.5,6.1,4.8,4.1,13.3,20.4,16.4,10.1,8.8,4.2,3.4,4.5,2.8,1.1,65.6,26.1,0,4.1,0,1.9
0500000US13063,"Clayton County, Georgia",260756,47.9,52.1,8.5,8.2,7.8,7.9,7.5,15.6,15.7,13.4,5,3.8,4.1,1.8,0.6,20.8,65.4,0.2,5.1,0.1,6.3
0500000US13065,"Clinch County, Georgia",6830,47.2,52.8,7.4,8,5.3,7.5,5.9,14.7,10.9,14.8,6.6,4.8,9.2,3.1,1.6,67.4,31.4,0.2,0,0,0
0500000US13067,"Cobb County, Georgia",684468,48.7,51.3,7.2,7.1,7,6.9,6.5,14.9,16.1,15.1,6,4.5,5.1,2.6,0.9,63,24.7,0.3,4.4,0.1,5.7
0500000US13069,"Coffee County, Georgia",42143,50.5,49.5,7.4,7.6,6.9,7.5,7.5,13.3,14.2,13.8,5.5,5.1,6.8,3.1,1.2,64.2,27.1,0.3,0.5,0,7.6
0500000US13071,"Colquitt County, Georgia",45079,49.4,50.6,8.3,7.2,7.6,7.5,7,12.8,13.6,12.4,5.8,5,7.2,4.1,1.4,65.4,23,0,0.7,0,10.3
0500000US13073,"Columbia County, Georgia",121335,48.6,51.4,6.7,7.4,8.2,7.6,5.5,12,15.1,15.6,6.5,5.2,6,3.2,1,77.4,15.1,0.3,4.2,0.1,1.1
0500000US13075,"Cook County, Georgia",17081,48.2,51.8,7.7,7.6,7.3,6.7,5.7,13.2,14.1,12.9,5.4,6.2,7.7,4.1,1.5,66.7,28.2,0.6,0.3,0,3.2
0500000US13077,"Coweta County, Georgia",124695,49,51,7.4,8,7.4,6.8,5.3,13,16.1,14.8,5.6,5.6,6.3,2.9,0.9,77.9,17.6,0.1,1.4,0,1.3
0500000US13079,"Crawford County, Georgia",12751,52.1,47.9,5.8,9.7,4.7,5.5,6.4,10.7,14.8,16.6,7.7,5.7,8.5,2.8,1.1,72.8,22.9,0.7,0.2,0,2
0500000US13081,"Crisp County, Georgia",23379,48.6,51.4,7.5,6.6,7.6,7.5,6.1,11.7,12.2,14.1,7,5.8,7.6,4.8,1.5,53.9,43.7,0.1,1.1,0,1
0500000US13083,"Dade County, Georgia",16628,49.3,50.7,5.6,6.3,5.6,9.3,8,11.1,12.2,14.9,7.4,5.4,8.5,4.5,1.2,96.2,1.1,0.6,0.6,0,0.3
0500000US13085,"Dawson County, Georgia",22121,49.4,50.6,5.9,5.7,7.5,6.1,6.4,11.2,13.6,15.4,7.5,7.3,9.2,3.4,0.8,94.7,0.2,0.6,0.6,0.1,2.2
0500000US13087,"Decatur County, Georgia",27890,48.7,51.3,6.8,7.3,7.1,7.6,6.5,12.5,12.7,14.3,6.8,4.6,7.6,4.3,1.9,53.2,41.3,0.5,0.4,0,4.2
0500000US13089,"DeKalb County, Georgia",690003,47.9,52.1,7.4,6.6,6.3,6.6,7.4,17.2,15.7,13.8,5.6,4.6,5,2.7,1.2,34.5,54.6,0.3,5,0.1,4
0500000US13091,"Dodge County, Georgia",21597,52.7,47.3,6.1,5.9,6.3,8.3,7.2,11.5,14.7,14.4,6.4,5.5,8,4.5,1.3,67.7,29.7,0.3,0.2,0,0.5
0500000US13093,"Dooly County, Georgia",14454,54.2,45.8,6.6,6.3,5.5,6.3,6.4,12.3,14.7,15,7.5,5.7,8.4,4,1.5,44.5,52,0.2,0.2,0.1,3
0500000US13095,"Dougherty County, Georgia",94616,46.2,53.8,7.6,7.3,6.8,8.3,8.8,13.4,11.7,12.8,6.1,5.1,6.5,4.1,1.5,30.7,66.4,0.2,0.7,0,0.8
0500000US13097,"Douglas County, Georgia",130473,48.2,51.8,7.5,7.5,8.4,7.6,5.7,13.6,16.8,14.5,5.6,4.4,5.3,2.2,0.7,56.4,38.2,0.4,1.6,0,1.6
0500000US13099,"Early County, Georgia",11110,46.8,53.2,6.8,8.3,6.5,7.5,6.5,10,12.3,13.8,5.1,7.2,9.1,5,2,47.8,51.1,0.2,0.3,0,0.1
0500000US13103,"Effingham County, Georgia",51476,49.2,50.8,7.2,7.7,8.6,8.2,5.5,12.5,15.4,15.8,5,5.2,5.8,2.4,0.8,83,13.6,0.4,1,0.2,1
0500000US13105,"Elbert County, Georgia",20274,48,52,6,6,7,8,6.2,10.6,12.7,14.3,6.8,6.2,8.7,5.7,1.9,68.3,29.9,0.3,0.6,0,0.4
0500000US13107,"Emanuel County, Georgia",22439,49.2,50.8,7.4,5.6,7.8,7.3,6.7,13,12.1,14.3,6,6.1,7.9,4.1,1.8,61.6,33.3,0.6,0.1,0,3.3
0500000US13109,"Evans County, Georgia",11002,48.4,51.6,7.8,7.5,6.7,6.8,7.8,11.7,14.8,13,5.3,5.6,7.4,4.4,1.4,60.3,30.2,0.3,0.4,0,8.3
0500000US13111,"Fannin County, Georgia",23529,49,51,4.9,5.2,5.4,4.8,5.1,9.1,11.5,15.5,8.6,8.4,12.6,7.5,1.4,96.8,0.6,1,0.2,0,0.5
0500000US13113,"Fayette County, Georgia",106094,48.4,51.6,4.7,6.9,8.8,8.8,4.4,7.4,14.2,18.4,7.6,6.2,7.2,3.9,1.3,72.5,19.6,0.2,4,0.1,1.3
0500000US13115,"Floyd County, Georgia",95978,48.5,51.5,6.8,7.1,6.3,7.6,6.8,12.2,13.5,13.7,6.2,5.6,7.7,4.5,2,79.7,14,0.5,1.4,0.1,2.7
0500000US13117,"Forsyth County, Georgia",170815,49.7,50.3,8,10,7.9,6.3,3.8,11.3,19.3,15.1,5.2,4.4,5.5,2.6,0.7,86.9,2.8,0.2,5.8,0,3
0500000US13119,"Franklin County, Georgia",22102,49.1,50.9,6.1,6.4,6.1,7.2,6.9,10.6,12.8,14,6.5,6.5,9.6,5.4,1.9,88.1,8.7,0.3,0.6,0,1.3
0500000US13121,"Fulton County, Georgia",907811,48.8,51.2,6.9,6.8,6.4,6.9,7.6,16.8,15.6,14,5.6,4.5,4.9,2.6,1.3,46.1,44.1,0.2,5.5,0,2.6
0500000US13123,"Gilmer County, Georgia",28208,50.6,49.4,6,5.8,6.5,5.9,4.8,11.3,12.9,14.6,7.7,7.2,11.2,4.8,1.3,91.9,0.6,0.2,0,0,5.6
0500000US13127,"Glynn County, Georgia",78736,48.4,51.6,6.7,6.6,6.8,6.6,6,12.1,12.8,14.5,6.2,6.8,8.4,4.9,1.5,68.9,26.1,0.1,1.2,0,2.2
0500000US13129,"Gordon County, Georgia",54747,49.5,50.5,7.6,7.7,7.2,7.2,6.2,13,14.9,13.6,5.6,5.4,7,3.3,1.1,84.7,4.2,0.5,0.9,0,8.3
0500000US13131,"Grady County, Georgia",24916,48.3,51.7,7.6,7.1,7.2,6.8,6.5,11.2,13.8,13.8,7.2,5.1,7.8,4.4,1.4,61.6,29.9,0.6,0.1,0,6.9
0500000US13133,"Greene County, Georgia",15933,50.4,49.6,5,5.6,5.5,5.9,4.7,11.7,10.8,12.9,8.5,9.4,13.3,5.3,1.6,55.9,39.3,0.1,0.2,0,3.5
0500000US13135,"Gwinnett County, Georgia",794872,49.5,50.5,8,8.3,8,7.4,6,14.6,16.9,15,5.1,4.1,4.1,2,0.7,54,22.6,0.3,10.6,0.1,9.9
0500000US13137,"Habersham County, Georgia",42744,46.9,53.1,6.6,6.9,5.9,7.2,6.2,12.5,13.4,13.6,6.3,6.1,8.6,5.2,1.5,88.6,4.1,0.4,2.2,0,4
0500000US13139,"Hall County, Georgia",178286,50,50,8.2,8.1,7.3,7.1,6.5,14,14.4,13.2,5.5,4.8,6.3,3.3,1.2,83,7.4,0.3,1.8,0,5.8
0500000US13141,"Hancock County, Georgia",9615,54.3,45.7,5,3.9,6,7.2,8,11,14.2,15.5,6,8.4,8.8,4.1,2,23.8,75.4,0,0.2,0,0.3
0500000US13143,"Haralson County, Georgia",28681,48.6,51.4,6.6,6.4,7.8,7.2,6.1,11.3,14.2,14.4,6.4,5.9,7.8,4,1.8,92,4.7,0,0.6,0,0.7
0500000US13145,"Harris County, Georgia",31401,49.7,50.3,5.5,6.6,6.9,7.9,5,9.1,14.5,16.9,7.3,7.6,8,3.8,1.2,79,17.3,0.3,0.5,0,1
0500000US13147,"Hart County, Georgia",25130,48.8,51.2,6.4,7.4,4.5,6.5,5.3,10.9,12.6,14.5,5.8,8.6,10.3,4.8,2.4,78.9,19.5,0,0,0.1,0.3
0500000US13149,"Heard County, Georgia",11758,50.5,49.5,6.1,5.9,8.5,7.8,5.5,10.8,14.3,15.9,6.5,5.9,8,4.1,0.9,86.4,11.3,0,0.6,0,0.2
0500000US13151,"Henry County, Georgia",199115,48.1,51.9,7,8.3,8.7,8.1,5.2,12.6,17.3,14.9,5.6,4.2,5.1,2.4,0.6,56.9,35.5,0.2,3,0.1,2
0500000US13153,"Houston County, Georgia",137887,48.7,51.3,7.3,7.1,7.7,7.6,6.9,14.1,13.8,15,5.7,4.5,6.1,3.1,1.1,64.1,28.2,0.1,2.3,0,2.8
0500000US13155,"Irwin County, Georgia",9625,50.3,49.7,6.6,6.9,7,8.1,6.2,11.7,12.8,13.6,5.2,7.2,8.7,4.5,1.5,70.8,28.2,0.2,0,0,0.5
0500000US13157,"Jackson County, Georgia",59798,50.2,49.8,7.3,6.6,7.6,7.2,5.7,13,14.6,14.7,6,5.5,7.3,3.1,1.3,88,7.2,0.2,1.7,0.1,1.4
0500000US13159,"Jasper County, Georgia",13800,49.6,50.4,6.6,7,7.3,6.7,6.2,11.8,14.2,14.5,7.8,5.7,6.6,4.4,1.1,73.4,21.9,2,0.8,0.2,1
0500000US13161,"Jeff Davis County, Georgia",14783,50.1,49.9,8.4,7.9,7.3,7,5.5,12,13,14.1,5.4,6.5,7.8,4,1,77.6,15.7,0.2,0.4,0.1,6.1
0500000US13163,"Jefferson County, Georgia",16877,47.9,52.1,6.9,7.2,7.5,7.5,5.8,11.2,13,13.8,6.6,6.1,8,4.2,2.4,42.2,55.4,0.2,0.2,0,1.4
0500000US13165,"Jenkins County, Georgia",8322,44.9,55.1,6.2,8.6,9.3,6.6,4.3,14.3,11.9,11.1,6.4,5.6,8.9,4.9,1.8,59.4,34.2,0,0,0,3.8
0500000US13167,"Johnson County, Georgia",10034,54.5,45.5,5.5,5.7,6.6,5.8,6.1,13.2,14.6,16.2,7.4,4.9,7.6,5.3,1.2,61.8,35.5,0,1.6,0,0.4
0500000US13169,"Jones County, Georgia",28488,47.4,52.6,6.3,6.2,8.5,7.7,4.5,12,14.6,15.3,6.6,5.9,7.4,3.6,1.3,73.2,25,0,0.7,0,0.6
0500000US13171,"Lamar County, Georgia",18035,48.4,51.6,6.1,6.5,5.4,10.1,7.3,11.1,13,14.2,7.2,5.5,8.7,3.5,1.5,65.9,31.3,0.3,0.6,0,1.2
0500000US13173,"Lanier County, Georgia",9779,48,52,10.5,7.6,6.3,6.2,7.8,14.1,12.3,14,6.4,3.9,6.8,3.2,0.7,69.2,23.6,0,2.7,0,2.9
0500000US13175,"Laurens County, Georgia",48163,47.7,52.3,7.2,7.9,6.3,7.2,5.9,12.2,13.3,14,6.3,5.7,7.8,4.3,2,61.6,35.8,0.2,1.1,0,0.5
0500000US13177,"Lee County, Georgia",28251,50.4,49.6,6.4,8.2,8.2,8.2,5.4,12.4,16.1,15.7,6.5,4.5,5.2,2.3,0.8,77.5,18.7,0.1,2,0,0.6
0500000US13179,"Liberty County, Georgia",64320,49.3,50.7,10.2,8,7.7,7.9,11.3,16.9,12.4,11.8,4.4,3.3,4.1,1.3,0.6,47.7,41.7,0.4,2.1,0.7,4.3
0500000US13181,"Lincoln County, Georgia",8045,49.4,50.6,5.3,5.5,5.9,8.6,5.2,7.6,13.2,15.8,7.2,8.6,9.9,5.1,2.1,65.3,32.4,0.3,0.3,0,0.1
0500000US13183,"Long County, Georgia",13738,47.9,52.1,8.7,8.3,8.6,8.9,7.9,13.1,15.1,13.2,5.8,3.2,4.2,2.7,0.4,65.5,26.4,1,0.4,0,5.8
0500000US13185,"Lowndes County, Georgia",107172,48.8,51.2,7.5,6.7,6.5,9.2,12.6,13.9,12.3,12.3,5,4.4,5.7,3.1,0.9,58.3,35.7,0.2,1.3,0,2.2
0500000US13187,"Lumpkin County, Georgia",29419,49.8,50.2,5.6,6,5.4,9.4,10.7,11.9,12.1,14.1,7.3,5.1,8,3.8,0.6,94.2,1.7,0.7,0.5,0,1.7
0500000US13189,"McDuffie County, Georgia",21739,46.8,53.2,7.4,7.3,7,8,5.1,11.5,12.8,14.6,6.2,6.6,8,4.5,1,58.5,40.4,0.4,0.2,0,0
0500000US13191,"McIntosh County, Georgia",14065,48.3,51.7,4.4,4.6,8.3,9.2,6,7.3,11.8,16.3,7.9,7.5,11.2,4.7,0.8,61.1,37.3,0.4,0.3,0,0.7
0500000US13193,"Macon County, Georgia",14560,53.2,46.8,5.4,5.5,8.1,8,7,11.6,13.6,15.7,7.4,5.2,7.1,3.6,1.6,36,57.8,0.1,4.8,0,1.4
0500000US13195,"Madison County, Georgia",27915,49.2,50.8,6.4,6.9,7,7.2,5.2,12.1,13.3,16,7.1,5.3,8.3,3.7,1.5,88.8,8.4,0.2,0.7,0,1
0500000US13197,"Marion County, Georgia",8536,51.9,48.1,4.2,6.9,8.8,7.8,5.6,8.1,15.3,15.7,5.8,7.6,10.6,2.6,0.9,60.2,33.2,0,1.1,0.8,3.3
0500000US13199,"Meriwether County, Georgia",22213,47.4,52.6,6.5,6.6,6.6,7.6,5.2,11.4,12,15.1,8.4,5.2,9,4.9,1.6,57.3,41.4,0.1,0.1,0,0.2
0500000US13201,"Miller County, Georgia",6140,49.3,50.7,6.7,7.4,6,6.1,6.1,10.1,13,13.4,7.1,5.2,10.3,6,2.6,69.6,29.4,0.1,0,0,0
0500000US13205,"Mitchell County, Georgia",23677,51.9,48.1,7.3,7.3,6.4,6.3,7,13,14,14.5,6.1,5,7.4,3.7,1.8,48.7,48.4,0,0.5,0.1,1.6
0500000US13207,"Monroe County, Georgia",26203,50.2,49.8,5.6,5.7,7.2,7.1,5.9,11.4,13.4,16.5,8,5.7,7.9,4.7,0.9,72.8,24.7,0.1,0.4,0,0.9
0500000US13209,"Montgomery County, Georgia",9121,52,48,5.7,5.2,7.1,8.9,9.2,12.9,12.6,14,5.9,5.9,8.3,3.3,1.1,69.4,27.3,0,0.3,0,2.6
0500000US13211,"Morgan County, Georgia",17876,48.3,51.7,5.5,6.7,7.5,6.1,5.2,11.7,13,15.5,7.1,6.5,8.8,4.3,2.1,73.2,24.3,0.1,0.7,0,0.5
0500000US13213,"Murray County, Georgia",39800,49.4,50.6,7.2,7.5,7.8,7.1,6.1,13.1,15.8,14.1,5.7,5,6.6,3,0.8,93.1,1.2,0.2,0.3,0,3.4
0500000US13215,"Muscogee County, Georgia",188548,47.9,52.1,7.4,7.1,6.8,8.3,8.4,13.9,12.6,13.5,5.7,4.7,6.1,4.2,1.4,47,45.2,0.3,2.3,0.2,2
0500000US13217,"Newton County, Georgia",98864,47.6,52.4,7.7,8.4,7.8,8.1,5.7,13.3,15.9,13.2,5.7,4.6,5.8,2.8,0.9,55.7,39.1,0.3,1.1,0,1.2
0500000US13219,"Oconee County, Georgia",32246,49.2,50.8,5.9,7.6,9.1,8.4,5.1,8.7,15.5,16.6,7.1,5.4,6.4,3,1.2,88.9,4.9,0,2.9,0,1.5
0500000US13221,"Oglethorpe County, Georgia",14686,50.1,49.9,5.3,5.6,8.8,7.9,4.6,11.3,12.9,16.9,5,8.2,8.8,3.8,0.9,78.2,17.7,0.1,0.6,0,0.9
0500000US13223,"Paulding County, Georgia",139067,48.9,51.1,8,8.4,8.9,7.5,5.4,14.1,17.9,14.1,5.1,3.6,4.5,1.9,0.6,79.4,16.9,0.3,0.8,0,0.8
0500000US13225,"Peach County, Georgia",27349,48.4,51.6,6.4,6.1,6.6,11.8,9.3,10.9,12.3,14.4,6.7,4.5,7,3,1.3,48.2,46,0,0.8,0,3
0500000US13227,"Pickens County, Georgia",29406,49.5,50.5,5.8,7.3,5.8,5.8,5,10.5,14.6,14.4,5.9,9.1,10.2,4,1.8,96.1,1.3,0.5,0.5,0,1
0500000US13229,"Pierce County, Georgia",18457,49.5,50.5,7.1,7.7,6.3,7.1,6.1,11.6,14,13.7,6.6,6.2,8.3,3.7,1.6,86.1,10.1,0,0.3,0,3
0500000US13231,"Pike County, Georgia",17646,48.9,51.1,5.9,7.3,9.1,7.5,4.9,11.3,15,14.9,5.2,6.7,7.4,3.7,1.1,86.9,11.1,0.4,0.1,0,0.2
0500000US13233,"Polk County, Georgia",41233,49.4,50.6,7.9,7.4,7.1,6.5,7,12.2,13.1,14.3,5.7,5.2,7.7,4.3,1.6,82,12.8,0.2,0.8,0.1,3
0500000US13235,"Pulaski County, Georgia",11732,44,56,5.7,5.3,5.4,4.9,5,14.6,13.1,17.3,6.9,9.8,6.4,4.1,1.4,71.6,26.9,0,0.2,0.4,0.2
0500000US13237,"Putnam County, Georgia",21128,49.6,50.4,5.5,4.8,6.7,6.1,5.8,10,12,15.6,8.6,7.5,11.6,4.7,1.3,68.8,27.4,0,0.3,0,2.9
0500000US13241,"Rabun County, Georgia",16302,48.9,51.1,5,5.2,6.3,6.1,4.4,10.8,11.6,14,7.6,8.3,11.9,6.8,2,94.1,1.1,0.1,1.7,0,1.7
0500000US13243,"Randolph County, Georgia",7678,45.2,54.8,6.5,3.5,8.4,8.1,5.9,11.9,9.9,15,7.5,5.2,9.1,6.4,2.8,36.2,59,0,0.6,0,0.4
0500000US13245,"Richmond County, Georgia",199100,48.4,51.6,7.4,6.9,6.2,7.7,9.1,14.7,11.9,13.8,6.3,4.6,6.3,3.7,1.2,40.3,54.2,0.3,1.7,0.1,1
0500000US13247,"Rockdale County, Georgia",84303,47.6,52.4,6.8,7.1,7.9,8.1,6.1,11.5,15.1,15.2,6.3,5.5,6.1,3.3,1,47.2,44.7,0.4,2,0.1,3.8
0500000US13249,"Schley County, Georgia",4885,47.1,52.9,6.1,8.1,8,7.8,6.3,8.7,17.1,17,4.6,5.6,7.1,2.4,1,65,24,0,4.1,0,1.1
0500000US13251,"Screven County, Georgia",14697,47.9,52.1,6.6,5.6,7.6,9.2,6.5,10.2,12.1,14.4,6.3,7,8.4,4.6,1.7,54.1,44.5,0,0.1,0,0.2
0500000US13253,"Seminole County, Georgia",8784,46.9,53.1,5.4,5.5,8.7,7.5,5.2,8.3,11.5,15.6,8.4,5.5,10.5,5.2,2.7,64.9,33.3,0,0.6,0,0.2
0500000US13255,"Spalding County, Georgia",63713,48.3,51.7,7.4,7,6.9,7.1,6.2,13.1,13.5,14.1,5.8,5.9,7.5,4.2,1.3,63.4,32.9,0.3,0.8,0,1.3
0500000US13257,"Stephens County, Georgia",25964,47.8,52.2,6.2,6.2,7.3,7.9,5.7,9.9,13,13.8,6.5,7.2,9.2,4.8,2.3,85.7,11,0.4,0.9,0,0.5
0500000US13259,"Stewart County, Georgia",5887,52.5,47.5,5.3,5.7,6.4,7.8,5.2,10.1,14.6,15.1,6.6,5.4,8.9,5,3.9,36.6,57.4,0,0.3,0,5.3
0500000US13261,"Sumter County, Georgia",32825,47.7,52.3,7,7.9,6.3,9.1,8.6,12.4,11.9,12.9,5.9,5.4,6.7,3.5,2.3,44.6,52.2,0.1,1.3,0,1
0500000US13263,"Talbot County, Georgia",6879,47.3,52.7,5.6,7.1,4.9,7.8,2.9,9.4,13.8,16.5,9.6,6.6,7.6,7.2,1,38.3,60.4,0,0,0,0
0500000US13267,"Tattnall County, Georgia",24720,57.9,42.1,6.2,4.8,6.9,6.2,7.7,16.7,14.4,14.7,6.1,4.5,7,3.7,1.1,64.3,28.3,0.3,0.5,0,5.2
0500000US13269,"Taylor County, Georgia",8794,49.5,50.5,6.5,5.9,7.7,8.2,4.8,11.6,13.2,15,7.1,5.4,8.4,3.7,2.4,58.6,40.3,0,0,0,0.6
0500000US13271,"Telfair County, Georgia",16177,57,43,5.7,5,5.5,6.9,6.7,13.7,16.4,14.5,6.5,5.5,7.3,4.2,2.1,59.7,38.3,0.5,0.2,0,0.9
